pk_business_id,License Number,Federal Registry No,Local Registry No,Business Name,Legal Type,pk_stakeholder_ids,Stakeholder Rates,Stakeholder Types,Activity Names,Activity Names Serial #,Unit Including,Unit,Landlord,Street,Zone,Fax,Telephone,Mobile,P.O. Box,Expiry Date,Renewal Date,Est. Date,Receipt Date,Receipt No.,Remarks
99,2630444600,23-137-3235,42-060-5191,Feeney Inc,Sales,Steak Holder,0.6,Project Manager,Fashion Designing,4,7681110577,26,5779800332,Artisan,,384-802-3150,298-943-4113,492-506-0409,98466,15/12/2018,13/05/2018,8/12/2018,16/11/2018,4723317066,
100,7756023862,47-186-9414,15-529-3697,Bergnaum-Wolf,Services,Glass Inc.,1,Sponsor,Food Delivery,5,9106234607,17,5908300780,Algoma,,368-156-0985,499-226-3738,445-454-8971,3,5/8/2018,9/3/2018,1/7/2018,10/8/2018,3090437880,
101,510973841,69-149-8408,81-225-7460,Greenfelder-Lockman,Human Resources,Glass Inc.,0.7,Project Manager,Car Manufacturing,1,6147173588,21,8261349748,Atwood,,864-555-4343,122-560-5040,438-707-8652,2,31/01/2019,23/11/2018,8/4/2018,9/9/2018,6876051749,
102,9909775700,57-327-6928,47-694-9262,"Muller, Hessel and Orn",Support,Glass Inc.,0.8,Sponsor,Fashion Designing,2,6355158480,19,8890526165,Onsgard,,709-793-9878,249-222-2456,613-200-1011,71022,10/1/2019,14/10/2018,21/09/2018,2/6/2018,4877429573,
103,7721524695,81-478-9808,28-584-0786,Kunze Inc,Marketing,Glass Inc.,0.5,Sponsor,Car Manufacturing,3,8551452568,20,4900239348,Graedel,,997-575-4880,558-449-7123,452-553-2127,131,15/02/2018,31/01/2019,19/08/2018,22/07/2018,157854191,
104,3123923894,72-341-4107,61-775-0015,Reynolds-Kris,Product Management,Souk al Waha,1,Signatory,Food Delivery,4,6303249280,24,6358499807,Sunbrook,,587-667-6929,348-707-4753,564-180-8982,55362,17/03/2018,11/9/2018,24/12/2018,19/12/2018,8937284863,
105,6808981388,75-676-6930,31-062-6058,"Morissette, Wilderman and Macejkovic",Product Management,Souk al Waha,0.3,Partner & Responsible Manager,IT Services,5,3967940527,9,8501608084,7th,,549-707-0992,677-570-1444,782-960-5953,63600,8/5/2018,2/6/2018,19/07/2018,3/3/2018,7095993882,
106,7565893064,89-207-6758,63-551-2870,Haag Inc,Support,Steak Holder,0.7,Project Manager,Car Manufacturing,1,1329351886,24,1136113169,Granby,,114-789-9347,385-147-1518,544-462-5004,78,21/02/2018,19/09/2018,28/06/2018,16/02/2018,4080033974,
107,2442631644,12-690-2788,69-119-2751,Dickens Group,Legal,Steak Holder,0.7,Partner & Responsible Manager,IT Services,2,4186953449,3,5652058781,Homewood,,306-340-0603,941-915-8919,436-566-0291,7896,5/2/2019,31/07/2018,5/11/2018,11/3/2018,1132516609,
108,9456915166,95-072-8671,11-293-3983,Bogan and Sons,Legal,Glass Inc.,0.9,Partner & Responsible Manager,Food Delivery,3,6968922525,31,1985394847,Del Sol,,655-490-7139,852-389-9626,423-948-1472,3129,29/06/2018,28/04/2018,20/04/2018,29/01/2019,3885139774,
109,5929098972,85-174-6897,14-073-4554,"Cole, Greenfelder and Hilpert",Support,Steak Holder,0.4,Sponsor,Food Delivery,4,6913435371,10,3393516019,Hagan,,952-292-5587,329-977-3519,409-846-9058,35416,7/2/2019,17/11/2018,2/10/2018,8/3/2018,5452172106,
110,7421327096,96-836-9881,64-505-0686,Wolf Inc,Support,Souk al Waha,0.5,Project Manager,Food Delivery,5,9992401591,13,4213704769,Moulton,,564-104-8995,160-219-0084,912-809-3675,37807,26/01/2019,28/07/2018,9/6/2018,29/05/2018,5963248272,
111,2996236068,23-521-4610,87-296-3930,Moore LLC,Services,Steak Holder,0.7,Project Manager,Food Delivery,1,7931789180,26,7836783588,Rockefeller,,270-460-0247,719-467-0079,626-805-3346,34147,22/04/2018,26/02/2018,28/07/2018,27/12/2018,2594031704,
112,4356691601,39-576-1649,19-557-6035,"Cormier, Simonis and Pollich",Marketing,Souk al Waha,0.9,Partner & Responsible Manager,Food Delivery,2,2109787198,22,2933426749,Quincy,,642-307-9401,708-719-2808,484-481-8562,51,13/04/2018,19/02/2018,26/09/2018,16/05/2018,4107883728,
113,3908416205,86-250-0812,85-973-1951,Bruen LLC,Accounting,Souk al Waha,0.3,Project Manager,Food Delivery,3,2211319416,16,6352155170,Sheridan,,671-935-3874,959-678-5580,962-177-7482,30973,20/02/2018,27/03/2018,18/12/2018,9/3/2018,9149409050,
114,7590408581,60-182-2436,45-082-9887,Herzog Inc,Sales,Glass Inc.,0.2,Project Manager,Fashion Designing,4,5664626615,14,1986450333,Russell,,360-441-8907,205-842-8576,232-791-2828,67,15/07/2018,28/03/2018,25/09/2018,15/10/2018,4514219622,
115,7533102215,14-032-5369,45-139-6869,Kiehn and Sons,Training,Steak Holder,0.4,Partner & Responsible Manager,Food Provider,5,3863119320,7,6667001455,Summer Ridge,,447-410-2723,236-489-1054,599-281-1677,650,12/10/2018,7/5/2018,5/4/2018,2/10/2018,938140027,
116,764269941,38-822-0721,36-869-8635,Glover LLC,Research and Development,Glass Inc.,0.3,Partner & Responsible Manager,Food Delivery,1,5801017127,9,1297065522,Tennyson,,513-340-5299,353-343-5079,986-339-0579,43,20/02/2018,26/08/2018,1/3/2018,21/10/2018,3491770912,
117,6149250970,51-782-2348,26-452-3721,Reynolds and Sons,Legal,Souk al Waha,0.3,Sponsor,Car Manufacturing,2,9107846355,7,7868719036,Oakridge,,865-222-8992,308-928-9289,694-444-2508,19,9/9/2018,28/03/2018,14/04/2018,12/2/2019,6126602641,
118,4882587548,36-683-5334,79-910-4945,Cartwright-Quigley,Business Development,Orange Company,0.7,Signatory,Food Provider,3,3786086923,2,3051353280,Corry,,499-737-0860,600-732-0382,528-365-1559,50280,12/12/2018,16/11/2018,20/06/2018,23/12/2018,1872440177,
119,9952627645,19-930-2672,82-249-1345,Schimmel-Kshlerin,Accounting,Steak Holder,0.8,Project Manager,IT Services,4,7405032141,4,4348860661,Trailsway,,951-454-5415,332-354-8688,793-703-3236,2274,9/12/2018,16/04/2018,2/1/2019,28/05/2018,5485661238,
120,1659248892,81-675-5602,42-969-3310,Kilback-Kub,Legal,Orange Company,0.3,Sponsor,Fashion Designing,5,713045701,26,4614136567,Canary,,434-211-0304,602-570-4639,343-333-3226,29020,9/5/2018,9/12/2018,22/02/2018,22/03/2018,3360098633,
121,1237304148,01-104-8113,90-761-4082,Hartmann-Hane,Accounting,Orange Company,0.1,Sponsor,Food Delivery,1,4510923929,1,7507383903,Lyons,,718-491-1095,805-248-1158,830-664-8034,1834,31/07/2018,6/6/2018,24/04/2018,1/7/2018,2268452123,
122,3910925766,56-517-5082,32-620-4369,Lesch LLC,Product Management,Orange Company,0.2,Sponsor,Fashion Designing,2,268770573,11,2947798465,Amoth,,514-817-9876,680-823-4343,216-456-2608,40843,11/4/2018,21/01/2019,13/08/2018,10/12/2018,484206605,
123,9405899767,07-445-3727,80-857-3266,Tillman and Sons,Training,Glass Inc.,0.8,Partner & Responsible Manager,Food Delivery,3,9170242356,10,2442506386,Westport,,687-946-8897,729-556-1128,157-123-9456,4,3/9/2018,2/11/2018,31/05/2018,7/8/2018,6733072912,
124,683765388,68-141-7991,70-298-2636,Hintz-Jenkins,Research and Development,Steak Holder,0.9,Sponsor,Food Delivery,4,1507448945,9,9721275522,Hollow Ridge,,908-456-1601,712-396-2691,289-202-4520,87826,19/06/2018,9/9/2018,6/6/2018,1/5/2018,3697972413,
125,2256529347,43-524-2834,52-392-8753,"Lang, Carroll and Schuster",Engineering,Orange Company,0.3,Sponsor,Food Provider,5,1184416990,5,540142204,Mariners Cove,,890-884-3731,810-484-5274,435-596-0330,6254,17/03/2018,25/04/2018,9/5/2018,21/01/2019,8229919712,
126,1914478118,89-009-9449,67-694-9458,"Gleichner, Shields and Nolan",Engineering,Steak Holder,0.8,Partner & Responsible Manager,Food Delivery,1,1942664389,6,1233529560,Sachtjen,,535-722-4610,326-914-3243,748-488-8015,63,19/05/2018,23/04/2018,20/01/2019,23/02/2018,2885194618,
127,8384927235,92-259-0875,58-795-7923,"Mann, Aufderhar and Bahringer",Legal,Glass Inc.,0.9,Signatory,Food Provider,2,8322909705,23,402500229,Stuart,,574-989-6039,932-338-6217,349-232-1671,751,13/02/2018,8/10/2018,21/08/2018,4/7/2018,7226012,
128,3931323579,01-419-2538,53-579-6545,"Orn, Schinner and Prohaska",Support,Glass Inc.,0.3,Sponsor,Food Delivery,3,5464472274,15,6864013995,Talisman,,375-288-3551,806-956-8781,866-456-4472,9531,17/10/2018,18/05/2018,12/5/2018,31/01/2019,761960325,
129,6723994981,73-136-1888,83-101-1147,"Lowe, Bradtke and Little",Accounting,Steak Holder,0.7,Project Manager,Fashion Designing,4,8413432472,14,4296131575,Hoffman,,481-631-9812,511-680-3097,909-389-1866,12,21/09/2018,4/7/2018,21/09/2018,13/02/2018,9217174017,
130,408004738,58-528-6861,63-306-4615,"Jones, Hermiston and Feil",Training,Steak Holder,0.1,Partner & Responsible Manager,Food Delivery,5,4977045653,8,9775605032,Bashford,,614-311-3050,542-664-7287,865-501-2451,71922,30/08/2018,2/8/2018,2/10/2018,27/09/2018,403523303,
131,5872229860,04-478-4371,15-771-3690,"Bailey, Kunze and Quitzon",Services,Steak Holder,0.3,Partner & Responsible Manager,Car Manufacturing,1,3702777768,32,2878862546,Westridge,,872-712-0949,669-195-6374,798-467-9098,452,11/6/2018,30/06/2018,25/08/2018,12/8/2018,492762937,
132,7295827986,63-237-9025,50-213-0514,Ritchie-Kuhic,Research and Development,Glass Inc.,0,Project Manager,IT Services,2,2832964001,8,4048358030,Caliangt,,113-504-1054,653-598-8194,621-509-1558,93898,31/01/2019,29/12/2018,17/01/2019,27/07/2018,514984317,
133,883538725,12-342-3801,65-924-7785,"Cronin, Roob and Metz",Research and Development,Steak Holder,0,Project Manager,Food Delivery,3,4360053541,26,643895434,Eastwood,,923-756-2246,659-492-9227,622-103-8387,67,6/1/2019,19/06/2018,28/02/2018,11/5/2018,6838206633,
134,8072659308,34-810-6371,43-114-4017,"Murphy, Towne and Simonis",Training,Souk al Waha,0.6,Project Manager,Food Provider,4,3391513764,17,8842086398,Evergreen,,594-788-8556,427-228-0966,418-804-1751,8,26/11/2018,19/02/2018,24/04/2018,12/6/2018,8035587617,
135,847058948,72-921-9988,16-058-2710,Ankunding-Smith,Product Management,Souk al Waha,0.4,Partner & Responsible Manager,Car Manufacturing,5,3395655741,15,5604078425,Miller,,662-955-2466,147-338-2034,374-146-1158,33377,25/08/2018,30/12/2018,9/6/2018,5/6/2018,9210354125,
136,7811481162,46-198-0475,63-478-3871,"Bauch, Orn and Bartell",Product Management,Glass Inc.,0.6,Sponsor,IT Services,1,4746781788,2,1498491111,Cambridge,,452-369-8315,680-908-1380,864-635-8240,38,28/10/2018,18/07/2018,2/7/2018,2/12/2018,9690026127,
137,4380675254,41-096-1359,44-760-8237,Cummerata-Olson,Human Resources,Souk al Waha,0.7,Project Manager,Food Provider,2,3217549767,21,190705906,Kropf,,222-493-3911,156-348-2525,716-951-0244,354,23/09/2018,28/09/2018,7/5/2018,5/8/2018,4184579892,
138,7861981010,73-977-1847,23-560-0836,Grant LLC,Sales,Glass Inc.,0.9,Project Manager,IT Services,3,3923243707,19,8644741837,Lakewood,,452-201-7178,486-706-1940,505-439-8209,12816,14/10/2018,12/6/2018,25/09/2018,22/11/2018,7330405914,
139,241599598,42-382-5950,13-153-8326,Spencer LLC,Sales,Steak Holder,0.5,Partner & Responsible Manager,Fashion Designing,4,6442189589,32,467708657,Park Meadow,,693-399-1058,365-400-3167,895-816-6620,13,8/4/2018,23/06/2018,19/11/2018,19/11/2018,9103016404,
140,6751775660,34-645-6058,98-732-0589,"Heaney, Trantow and Strosin",Services,Steak Holder,0.8,Sponsor,Food Provider,5,3212235357,17,634266551,Farragut,,485-331-4203,119-783-0304,461-545-6476,2056,24/09/2018,18/06/2018,24/03/2018,3/5/2018,2817189868,
141,4687424961,17-125-2832,57-302-0185,O'Keefe LLC,Services,Steak Holder,0.8,Project Manager,Food Delivery,1,1558906533,2,6406845757,Sheridan,,895-974-9967,609-250-2174,642-706-6347,5322,13/04/2018,21/02/2018,22/10/2018,23/06/2018,5636888201,
142,5421157679,72-951-0408,03-082-2164,Goyette and Sons,Business Development,Steak Holder,0.1,Project Manager,Food Provider,2,1253723001,32,4485788741,Gerald,,776-358-0732,489-817-3415,538-121-4342,7058,13/09/2018,8/6/2018,6/5/2018,7/12/2018,1076697089,
143,5114519638,02-856-5383,30-772-3209,Hirthe-Schuppe,Training,Orange Company,0.6,Sponsor,IT Services,3,1642935492,6,5038764495,Vermont,,522-554-6500,622-192-4563,199-371-2063,7970,21/02/2018,7/2/2019,22/10/2018,31/07/2018,6832320159,
144,7345145948,80-916-6217,42-817-1113,Erdman-Orn,Human Resources,Glass Inc.,0.8,Signatory,Food Provider,4,9533859512,11,3749577137,Marcy,,487-787-2886,277-805-2810,161-103-7770,477,2/8/2018,17/12/2018,6/7/2018,18/09/2018,3401866818,
145,5411515092,79-714-6026,70-529-2466,"Herzog, Dooley and Metz",Services,Souk al Waha,0.7,Sponsor,Food Delivery,5,8931655533,29,6016436267,Dottie,,325-191-6043,590-982-3609,962-157-0985,20,24/04/2018,10/6/2018,18/04/2018,7/5/2018,7200826472,
146,9353736862,35-471-9662,05-342-9793,"Gorczany, Brown and Daniel",Training,Orange Company,0.2,Sponsor,Food Delivery,1,297014315,16,7617028008,Gina,,411-287-7069,903-519-4691,448-239-5378,58467,9/7/2018,30/08/2018,25/02/2018,14/04/2018,4270653027,
147,3934133746,95-405-5145,45-528-2185,"Kassulke, Becker and Bahringer",Research and Development,Orange Company,0.7,Sponsor,Food Delivery,2,1014522102,7,5179566347,Esker,,799-238-9365,709-386-5895,275-491-8647,5148,14/09/2018,12/12/2018,30/06/2018,19/03/2018,5491986852,
148,2425168400,07-920-2276,02-743-6602,"Hyatt, Klocko and Nienow",Product Management,Steak Holder,1,Project Manager,Food Delivery,3,1305512634,2,8425188644,Quincy,,924-377-8845,355-204-2484,215-999-3294,34,7/3/2018,21/03/2018,28/06/2018,5/4/2018,1935032364,
149,9072506510,22-248-3644,21-002-6370,Fay Group,Marketing,Steak Holder,0.5,Project Manager,IT Services,4,5084184056,16,4254407645,Oakridge,,725-918-3975,489-267-1540,980-232-9118,74524,22/12/2018,10/2/2019,11/7/2018,18/09/2018,9792929169,
150,2927947759,06-799-0835,98-899-8176,Gleichner-Carroll,Support,Glass Inc.,0.4,Signatory,Food Delivery,5,12145572,30,6392546529,Holmberg,,913-122-0419,397-906-5815,353-335-1949,8150,28/10/2018,12/5/2018,24/03/2018,31/01/2019,42250676,
151,6235300492,34-418-6620,52-912-9902,Reilly-Blanda,Support,Steak Holder,0.4,Sponsor,Fashion Designing,1,774407913,3,1125889381,Blue Bill Park,,294-903-3634,105-874-9697,425-270-7216,8924,9/4/2018,1/8/2018,12/2/2019,19/10/2018,6071202884,
152,9790736002,39-050-4834,09-096-4853,Stehr-Kovacek,Business Development,Souk al Waha,0.7,Signatory,IT Services,2,3726490884,25,6120324399,Knutson,,638-245-5160,267-117-7884,840-893-6124,6435,22/04/2018,30/11/2018,5/10/2018,9/4/2018,9391781039,
153,4326329378,02-699-3922,27-778-5835,"Moen, Balistreri and Lynch",Support,Souk al Waha,0.2,Sponsor,Fashion Designing,3,8499071090,19,9728193556,Bobwhite,,375-600-0808,575-405-2305,530-583-5880,281,23/05/2018,15/09/2018,18/08/2018,15/02/2018,7803742637,
154,891933123,78-577-8196,90-792-5446,Kohler Inc,Business Development,Glass Inc.,0.5,Partner & Responsible Manager,Fashion Designing,4,2882548710,31,1873198841,Mariners Cove,,598-516-5266,264-715-0741,653-248-7495,996,26/09/2018,19/07/2018,8/6/2018,12/5/2018,1400467314,
155,4865332154,05-745-6906,76-818-2741,Upton and Sons,Engineering,Orange Company,0.8,Signatory,Fashion Designing,5,1983239801,23,9425097798,Nevada,,600-857-1969,192-188-8504,477-823-5286,71302,5/10/2018,1/10/2018,26/10/2018,5/1/2019,8086282465,
156,7472485500,71-130-0624,15-222-1513,Schultz and Sons,Legal,Glass Inc.,0.4,Partner & Responsible Manager,IT Services,1,2051405824,1,5590289556,Kropf,,566-143-1970,648-726-2818,673-454-0295,29088,9/2/2019,10/12/2018,24/11/2018,15/07/2018,365899674,
157,2545886017,58-501-6776,30-782-6849,Miller and Sons,Services,Orange Company,0.1,Project Manager,Food Delivery,2,6069555511,5,1312439424,Eagle Crest,,704-534-5271,605-372-4930,793-908-2171,5,11/4/2018,22/06/2018,16/04/2018,28/10/2018,2347045865,
158,2850115371,23-779-3519,77-252-9068,"O'Hara, Schamberger and Ryan",Engineering,Orange Company,0.3,Sponsor,IT Services,3,7600557371,8,4523399298,Birchwood,,259-613-5510,658-737-4183,872-714-0209,7075,4/3/2018,5/1/2019,15/08/2018,11/11/2018,6616333663,
159,8199685727,70-551-8147,44-503-9557,Sawayn LLC,Legal,Souk al Waha,0.8,Project Manager,Food Provider,4,339032936,19,1200092341,4th,,846-100-6439,506-153-7710,189-573-5913,754,23/03/2018,16/11/2018,17/10/2018,2/5/2018,4265916171,
160,4452305032,54-358-5148,10-086-7720,Parker-Hills,Business Development,Souk al Waha,0.8,Sponsor,Car Manufacturing,5,6722383334,25,4990531159,Nova,,719-916-5309,953-210-9281,241-709-6979,0,6/5/2018,2/10/2018,25/11/2018,24/02/2018,1850512272,
161,5900861848,15-976-5044,77-858-1959,"Hackett, O'Keefe and Macejkovic",Services,Orange Company,0.5,Signatory,Food Provider,1,7825784294,21,7970905056,Kedzie,,175-906-6296,949-729-6729,151-972-0408,98,14/04/2018,14/01/2019,17/04/2018,11/1/2019,3425349929,
162,5871345093,18-439-1722,05-912-2793,Wisoky-Heidenreich,Accounting,Souk al Waha,0.3,Signatory,IT Services,2,4179024322,4,1790714974,Vernon,,626-174-8228,656-298-5757,441-182-7028,1,5/6/2018,18/11/2018,21/06/2018,10/6/2018,432144889,
163,6673241152,52-045-8508,14-416-9761,Turner Inc,Research and Development,Orange Company,0.8,Partner & Responsible Manager,IT Services,3,6736306418,18,2056927284,Crescent Oaks,,912-684-6373,719-153-0651,184-280-5230,9904,21/12/2018,8/9/2018,29/11/2018,16/04/2018,8083195081,
164,1038296064,30-623-3627,76-947-3659,"Labadie, Nienow and Nader",Legal,Souk al Waha,0.6,Sponsor,Food Delivery,4,3808680067,2,714401005,Rutledge,,446-448-4444,390-504-4770,125-475-6556,10,13/03/2018,25/07/2018,23/12/2018,13/02/2019,625813162,
165,4032609632,77-092-1415,21-116-4069,Pagac Inc,Human Resources,Glass Inc.,0.1,Sponsor,Fashion Designing,5,5236883334,13,2277324744,Buell,,264-527-6907,954-446-9256,521-389-8292,0,7/6/2018,15/08/2018,26/03/2018,22/12/2018,755668278,
166,4242723679,72-044-9923,91-875-4894,Zulauf-Cormier,Legal,Orange Company,0.7,Project Manager,IT Services,1,5467780395,7,3508322890,Sunfield,,551-923-3193,624-170-5240,412-774-8695,64985,13/07/2018,28/02/2018,18/01/2019,12/7/2018,1249755549,
167,9598560937,70-284-5073,38-644-0248,Kihn Group,Research and Development,Steak Holder,0.3,Sponsor,Car Manufacturing,2,9878008037,4,5681388506,Onsgard,,812-213-1583,183-802-0225,608-946-5478,23,23/08/2018,29/03/2018,20/11/2018,8/10/2018,4344738640,
168,5549283964,19-813-4827,79-904-4074,Connelly-Altenwerth,Engineering,Glass Inc.,0.8,Sponsor,Car Manufacturing,3,5426991480,24,7845100986,Carberry,,195-605-1853,448-651-0173,309-926-6775,6393,30/08/2018,28/11/2018,29/12/2018,27/05/2018,812073533,
169,4432088605,87-920-4766,16-639-4623,"Boyle, Mertz and O'Connell",Human Resources,Souk al Waha,0.7,Signatory,Fashion Designing,4,9962193370,29,3124125428,Ohio,,498-660-7076,520-856-7355,574-393-4295,8189,6/2/2019,5/12/2018,13/02/2018,10/11/2018,3519179032,
170,611112507,78-331-2360,07-544-8187,Pouros Inc,Research and Development,Orange Company,0.2,Sponsor,Food Delivery,5,7233708991,25,340631783,Tomscot,,568-251-3613,648-375-0727,456-942-4270,80,5/8/2018,26/05/2018,13/01/2019,21/07/2018,4758609462,
171,5424983391,96-258-4688,73-280-1998,"Schmidt, Beier and Bahringer",Research and Development,Glass Inc.,0.5,Project Manager,IT Services,1,6229864452,7,3599032068,Hoard,,439-323-4668,958-974-5637,758-175-9638,964,12/2/2019,29/10/2018,3/12/2018,20/08/2018,3271551529,
172,5065553343,32-201-2242,94-840-8238,Gorczany-Quigley,Engineering,Steak Holder,0.2,Project Manager,IT Services,2,441150527,1,261545450,Goodland,,555-338-9319,298-963-0568,412-327-8620,97,1/5/2018,28/05/2018,21/10/2018,31/07/2018,6889343336,
173,8770568650,37-085-6403,45-932-8081,Bins Group,Training,Steak Holder,0.9,Project Manager,Food Delivery,3,5900944107,21,7955552059,Riverside,,994-339-3345,256-760-2374,744-336-1103,2653,24/02/2018,19/08/2018,21/08/2018,3/12/2018,784138001,
174,9951696368,90-621-1777,81-833-3785,Abshire-Huels,Engineering,Steak Holder,0.6,Signatory,Fashion Designing,4,6125323862,8,3395998711,Annamark,,231-279-9765,924-293-5191,135-157-2992,6671,16/08/2018,25/06/2018,30/01/2019,23/08/2018,2683555,
175,9215985913,93-535-6370,47-743-7895,Bogisich-DuBuque,Sales,Souk al Waha,0.9,Project Manager,Car Manufacturing,5,4368297784,13,1788710525,Maryland,,273-564-6266,560-280-4245,539-502-1632,81946,20/10/2018,12/7/2018,19/10/2018,6/5/2018,1451042965,
176,6628320839,09-413-6018,81-283-7125,Armstrong-Spinka,Sales,Glass Inc.,0.5,Sponsor,Fashion Designing,1,5575257932,22,2800758449,Evergreen,,715-390-3822,296-850-9543,482-918-0571,6467,27/04/2018,30/04/2018,10/6/2018,12/10/2018,3461044466,
177,1026368294,56-195-6651,78-020-8993,"Kihn, Hessel and O'Hara",Product Management,Steak Holder,0,Sponsor,Food Delivery,2,1772298859,20,6651380087,Graceland,,616-230-1095,526-232-7532,227-110-6776,50182,17/01/2019,13/11/2018,9/3/2018,4/6/2018,1358057508,
178,4180314746,79-179-7660,38-195-4947,"Macejkovic, Wuckert and Kris",Legal,Glass Inc.,0.3,Sponsor,Food Provider,3,3879295328,17,5975865018,2nd,,440-651-9802,796-767-1818,322-975-8065,54468,1/1/2019,29/06/2018,15/07/2018,25/09/2018,165352906,
179,9379853904,72-472-7326,13-734-9869,Lynch and Sons,Human Resources,Souk al Waha,0.1,Partner & Responsible Manager,IT Services,4,490225969,27,5805497271,Pankratz,,133-466-1883,582-353-5186,223-999-1590,951,24/11/2018,13/05/2018,16/12/2018,14/04/2018,5561179268,
180,6615828421,69-248-3797,73-472-8115,Hane-Donnelly,Legal,Glass Inc.,0.6,Partner & Responsible Manager,Car Manufacturing,5,3395957926,29,1959667866,Lawn,,575-551-5442,200-792-0994,635-804-6343,2754,7/9/2018,12/2/2019,1/10/2018,18/06/2018,5242051582,
